name,base,quote,epochlen,lotsize,ratestep,buybuffer,parcelSize,status
usdc.polygon_usdt.polygon,usdc.polygon,usdt.polygon,15000,1000000,10,1.2,5000,{'startepoch': 115234220}
dcr_btc,dcr,btc,15000,4000000000,10,1.2,20,{'startepoch': 115234220}
btc_usdt.polygon,btc,usdt.polygon,15000,200000,10,1.2,50,{'startepoch': 115234220}
dcr_usdt.polygon,dcr,usdt.polygon,15000,10000000,10,1.2,5000,{'startepoch': 115234220}
dcr_polygon,dcr,polygon,15000,10000000,10,1.2,5000,{'startepoch': 115234220}
