name,base,quote,epochlen,lotsize,ratestep,buybuffer,parcelSize,status
ltc_usdt.polygon,ltc,usdt.polygon,15000,2000000,10,1.2,10000,{'startepoch': 115162521}
dcr_polygon,dcr,polygon,15000,10000000,10,1.2,10000,{'startepoch': 115162521}
usdc.polygon_usdt.polygon,usdc.polygon,usdt.polygon,15000,1000000,10,1.2,5000,{'startepoch': 115162521}
dcr_btc,dcr,btc,15000,4000000000,10,1.2,25,{'startepoch': 115162521}
btc_usdt.polygon,btc,usdt.polygon,15000,500000,10,1.2,30,{'startepoch': 115162521}
dcr_usdt.polygon,dcr,usdt.polygon,15000,10000000,10,1.2,10000,{'startepoch': 115162521}
