rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.8.0/,31
2,/dcrwire:1.0.0/dcrd:2.0.4/,24
3,/dcrwire:1.0.0/dcrd:2.0.5/,21
4,/dcrwire:1.0.0/dcrd:2.0.3/,17
5,/dcrwire:1.0.0/dcrd:1.8.1/,10
6,/dcrwire:1.0.0/dcrd:2.0.2/,9
7,/dcrwire:1.0.0/dcrd:2.0.1/,6
8,/dcrwire:1.0.0/dcrd:2.1.0(pre)/,4
9,/dcrwire:1.0.0/dcrd:2.0.0/,3
