side,qty,rate,time
2,18.0,332300,2023-06-28 23:25:05.755
2,12.0,304600,2023-06-28 23:24:59.172
2,6.0,288000,2023-06-28 23:24:58.930
2,6.0,286900,2023-06-28 23:24:58.643
2,6.0,285800,2023-06-28 23:24:58.382
2,6.0,284700,2023-06-28 23:24:58.062
2,6.0,283500,2023-06-28 23:24:57.809
2,6.0,282400,2023-06-28 23:24:57.558
2,6.0,281300,2023-06-29 01:26:56.511
1,6.0,271400,2023-06-28 23:24:59.658
1,6.0,270300,2023-06-28 23:24:59.928
1,6.0,269100,2023-06-28 23:25:00.165
1,6.0,268000,2023-06-28 23:25:00.418
1,6.0,266900,2023-06-28 23:25:00.676
1,6.0,265800,2023-06-28 23:25:01.754
1,12.0,249200,2023-06-28 23:25:01.974
1,18.0,221500,2023-06-28 23:25:02.198
