side,qty,rate,time
2,18.0,401100,2023-06-10 01:44:33.145
2,12.0,367700,2023-06-10 01:44:32.912
2,6.0,347700,2023-06-10 01:44:26.635
2,6.0,346300,2023-06-10 01:44:26.416
2,6.0,345000,2023-06-10 01:44:26.192
2,6.0,343700,2023-06-10 01:44:25.951
2,6.0,342300,2023-06-10 01:44:25.723
2,6.0,341000,2023-06-10 01:44:25.492
2,6.0,339600,2023-06-10 01:44:25.235
1,6.0,327600,2023-06-10 01:44:27.178
1,6.0,326300,2023-06-10 01:44:27.398
1,6.0,324900,2023-06-10 01:44:27.625
1,6.0,323600,2023-06-10 01:44:27.838
1,6.0,322300,2023-06-10 01:44:28.064
1,6.0,320900,2023-06-10 01:44:28.282
1,12.0,300900,2023-06-10 01:44:28.498
1,18.0,267400,2023-06-10 01:44:28.717
