side,qty,rate,time
2,18.0,340900,2023-06-30 02:17:28.978
2,12.0,312500,2023-06-30 02:17:22.827
2,6.0,295500,2023-06-30 02:17:22.600
2,6.0,294300,2023-06-30 02:17:22.377
2,6.0,293200,2023-06-30 02:17:22.148
2,6.0,292100,2023-06-30 02:17:21.888
2,6.0,290900,2023-06-30 02:17:21.659
2,6.0,289800,2023-06-30 02:17:21.427
2,6.0,288600,2023-06-30 02:19:20.478
1,6.0,279600,2023-06-30 02:17:23.033
1,6.0,278400,2023-06-30 02:17:23.257
1,6.0,277300,2023-06-30 02:17:23.505
1,6.0,276100,2023-06-30 02:17:23.708
1,6.0,275000,2023-06-30 02:17:23.922
1,6.0,273900,2023-06-30 02:17:24.140
1,6.0,272700,2023-06-30 02:17:24.359
1,12.0,255700,2023-06-30 02:17:24.565
1,18.0,227300,2023-06-30 02:17:26.006
