id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-06-07 01:53:44,[3],0.30000000000000004,False,261,6197,41,39,2,1.3.2,876191,0.0064624758
dcrhive.com,mainnet,2022-06-23,2024-06-07 01:53:43,[3],0.15,False,1106,21093,120,120,0,1.3.2+bec2d12a0,876191,0.02738505
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-06-07 01:53:44,[3],0.9500000000000001,False,407,11889,69,68,1,1.3.2+bec2d12a0,876191,0.0100775
decred.stake.fun,mainnet,2021-01-28,2024-06-07 01:53:43,[3],0.5,False,92,29999,184,182,2,1.3.1,876191,0.0022779608
decredvoting.com,mainnet,2021-02-01,2024-06-07 01:53:44,[3],1,False,76,5565,37,36,1,1.3.2,876192,0.0018817936
stakey.net,mainnet,2020-10-22,2024-06-07 01:53:44,[3],1,False,239,31488,240,240,0,1.3.2+f79363a87,876191,0.0059177456000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-07 01:53:43,[3],0.6900000000000001,False,301,134107,1147,333,814,1.3.1+22d04116b,1402759,0.05900803600000001
teststakepool.decred.org,testnet,2020-06-01,2024-06-07 01:53:43,[3],3,False,0,213770,1038,0,0,1.3.0-pre+de79ce74b,1402759,0
ultravsp.uk,mainnet,2020-12-01,2024-06-07 01:53:43,[3],0.30000000000000004,False,200,14668,84,83,1,1.4.0-pre+015cf707b,876191,0.0049520885
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-06-07 01:53:43,[3],0.1,False,818,5761,18,18,0,1.3.2+bec2d12a0,876191,0.020254042
vsp.dcr.farm,mainnet,2020-12-09,2024-06-07 01:53:43,[3],1,False,41,8512,54,52,2,1.3.1,876191,0.0010151782000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2024-06-07 01:53:43,[3],0.49,False,333,14366,83,83,0,1.3.2+bec2d12a0,876191,0.008245228
vsp.stakeminer.com,mainnet,2020-11-09,2024-06-07 01:53:44,[3],1,False,382,31101,191,191,0,1.3.2+81acb861c,876191,0.009458489
vspd.99split.com,mainnet,2020-11-17,2024-06-07 01:53:44,[3],0.30000000000000004,False,151,28028,185,185,0,1.3.2,876192,0.0037388268
vspd.bass.cf,mainnet,2022-05-01,2024-06-07 01:53:44,[3],0.2,False,828,20723,174,0,0,1.2.0,876191,0.020501647
vspd.decredbrasil.com,mainnet,2020-11-22,2024-06-07 01:53:44,[3],5,False,33,2926,23,23,0,1.3.2,876191,0.0008170946399999999
