id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-06-20 01:49:23,[3],0.30000000000000004,False,265,6307,42,40,2,1.3.2,879886,0.0064709904
dcrhive.com,mainnet,2022-06-23,2024-06-20 01:49:23,[3],0.15,False,1270,21627,124,124,0,1.3.2+bec2d12a0,879886,0.031011917000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-06-20 01:49:23,[3],0.9500000000000001,False,334,12036,69,68,1,1.3.2+bec2d12a0,879886,0.00815589
decred.stake.fun,mainnet,2021-01-28,2024-06-20 01:49:23,[3],0.5,False,83,30039,184,182,2,1.3.1,879886,0.002026763
decredvoting.com,mainnet,2021-02-01,2024-06-20 01:49:23,[3],1,False,109,5597,39,38,1,1.3.2,879886,0.0026616526000000002
stakey.net,mainnet,2020-10-22,2024-06-20 01:49:23,[3],1,False,242,31595,241,241,0,1.3.2+f79363a87,879886,0.0059093570000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-20 01:49:23,[3],0.6900000000000001,False,368,136987,1152,337,815,1.3.1+22d04116b,1411505,0.073688425
teststakepool.decred.org,testnet,2020-06-01,2024-06-20 01:49:23,[3],3,False,0,213770,1038,0,0,1.3.0-pre+de79ce74b,1411505,0
ultravsp.uk,mainnet,2020-12-01,2024-06-20 01:49:23,[3],0.30000000000000004,False,215,14756,84,83,1,1.4.0-pre+015cf707b,879886,0.0052500490000000006
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-06-20 01:49:23,[3],0.1,False,1100,6166,22,22,0,1.3.2+bec2d12a0,879886,0.026860716000000003
vsp.dcr.farm,mainnet,2020-12-09,2024-06-20 01:49:23,[3],1,False,36,8534,54,52,2,1.3.1,879886,0.00087907794
vsp.decredcommunity.org,mainnet,2020-11-05,2024-06-20 01:49:23,[3],0.49,False,315,14514,86,86,0,1.3.2+bec2d12a0,879886,0.007691932
vsp.stakeminer.com,mainnet,2020-11-09,2024-06-20 01:49:23,[3],1,False,327,31274,193,193,0,1.3.2+81acb861c,879886,0.007984958
vspd.99split.com,mainnet,2020-11-17,2024-06-20 01:49:23,[3],0.30000000000000004,False,162,28085,185,185,0,1.3.2,879886,0.003955851000000001
vspd.bass.cf,mainnet,2022-05-01,2024-06-20 01:49:23,[3],0.2,False,793,21088,177,0,0,1.2.0,879886,0.019364133000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2024-06-20 01:49:23,[3],5,False,33,2947,23,23,0,1.3.2,879886,0.0008058214399999999
