id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-11-07 01:45:33,[3],0.49,True,582,22961,173,0,0,1.2.0+86c25ac5d,814803,0.014785834000000001
big.decred.energy,mainnet,2022-05-01,2023-11-07 01:45:34,[3],0.30000000000000004,False,248,4130,21,21,0,1.3.1,814803,0.0063004927
dcrhive.com,mainnet,2022-06-23,2023-11-07 01:45:34,[3],0.15,False,1259,12919,55,55,0,1.3.0-pre+a254e943f,814803,0.031985164
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-11-07 01:45:34,[3],0.9500000000000001,False,154,9839,60,59,1,1.3.1+22d04116b,814803,0.003912403
decred.stake.fun,mainnet,2021-01-28,2023-11-07 01:45:34,[3],0.5,False,235,29027,174,172,2,1.3.1,814803,0.005970225
decredvoting.com,mainnet,2021-02-01,2023-11-07 01:45:34,[3],1,False,87,4571,31,30,1,1.3.1,814803,0.0022102536
stakey.net,mainnet,2020-10-22,2023-11-07 01:45:33,[3],1,False,374,29750,216,216,0,1.3.1+209042951,814803,0.009501549
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-11-07 01:45:34,[3],0.6900000000000001,False,694,49878,903,130,773,1.3.1+22d04116b,1251547,0.13501945
teststakepool.decred.org,testnet,2020-06-01,2023-11-07 01:45:34,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1251547,0
ultravsp.uk,mainnet,2020-12-01,2023-11-07 01:45:34,[3],0.30000000000000004,False,315,12483,78,77,1,1.4.0-pre+9d0677214,814803,0.008002643
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-11-07 01:45:34,[3],0.25,False,276,494,0,0,0,1.3.0+43d3210dc,814803,0.0070118387
vsp.dcr.farm,mainnet,2020-12-09,2023-11-07 01:45:33,[3],0.15,False,247,7397,43,42,1,1.3.1,814803,0.006275087600000001
vsp.decredcommunity.org,mainnet,2020-11-05,2023-11-07 01:45:34,[3],0.49,False,423,11092,49,49,0,1.3.0+43d3210dc,814803,0.010746405
vsp.stakeminer.com,mainnet,2020-11-09,2023-11-07 01:45:34,[3],1,False,613,27279,169,169,0,1.3.1+22d04116b,814803,0.015573395
vspd.99split.com,mainnet,2020-11-17,2023-11-07 01:45:34,[3],0.30000000000000004,False,447,25827,160,160,0,1.3.1+22d04116b,814803,0.01135613
vspd.bass.cf,mainnet,2022-05-01,2023-11-07 01:45:34,[3],0.2,False,1069,13505,121,0,0,1.2.0,814803,0.027158173
vspd.decredbrasil.com,mainnet,2020-11-22,2023-11-07 01:45:34,[3],5,False,51,2674,20,20,0,1.3.1+22d04116b,814803,0.0012956659
