id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2023-11-22 01:53:22,[3],0.30000000000000004,False,238,4244,22,22,0,1.3.1,819126,0.0057861083
dcrhive.com,mainnet,2022-06-23,2023-11-22 01:53:22,[3],0.15,False,1287,13553,69,69,0,1.3.2+bec2d12a0,819126,0.031288747
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-11-22 01:53:22,[3],0.9500000000000001,False,139,9920,61,60,1,1.3.1+22d04116b,819127,0.0033796926000000003
decred.stake.fun,mainnet,2021-01-28,2023-11-22 01:53:22,[3],0.5,False,234,29131,175,173,2,1.3.1,819127,0.0056895544000000004
decredvoting.com,mainnet,2021-02-01,2023-11-22 01:53:22,[3],1,False,90,4629,31,30,1,1.3.2,819127,0.0021882902
stakey.net,mainnet,2020-10-22,2023-11-22 01:53:22,[3],1,False,359,29938,217,217,0,1.3.2+f79363a87,819127,0.008728847000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-11-22 01:53:22,[3],0.6900000000000001,False,740,57571,919,146,773,1.3.1+22d04116b,1262348,0.14391288
teststakepool.decred.org,testnet,2020-06-01,2023-11-22 01:53:22,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1262348,0
ultravsp.uk,mainnet,2020-12-01,2023-11-22 01:53:22,[3],0.30000000000000004,False,325,12667,79,78,1,1.4.0-pre+015cf707b,819126,0.007901198
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-11-22 01:53:22,[3],0.1,False,293,621,0,0,0,1.3.2+bec2d12a0,819127,0.0071241003
vsp.dcr.farm,mainnet,2020-12-09,2023-11-22 01:53:22,[3],0.15,False,278,7518,44,42,2,1.3.1,819127,0.006759385000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2023-11-22 01:53:22,[3],0.49,False,410,11302,50,50,0,1.3.2+bec2d12a0,819126,0.009967666
vsp.stakeminer.com,mainnet,2020-11-09,2023-11-22 01:53:22,[3],1,False,638,27630,171,171,0,1.3.1+1e824f8dd,819127,0.0155125465
vspd.99split.com,mainnet,2020-11-17,2023-11-22 01:53:22,[3],0.30000000000000004,False,489,26082,160,160,0,1.3.2,819127,0.01188971
vspd.bass.cf,mainnet,2022-05-01,2023-11-22 01:53:22,[3],0.2,False,1148,14094,121,0,0,1.2.0,819127,0.027912857000000003
vspd.decredbrasil.com,mainnet,2020-11-22,2023-11-22 01:53:22,[3],5,False,52,2703,20,20,0,1.3.2+bec2d12a0,819126,0.0012641918
