side,qty,rate,time
2,15.0,23656140,2024-12-14 02:17:49.538
2,15.0,23439480,2024-12-14 02:17:49.148
2,10.0,23393950,2024-12-14 01:51:53.440
2,10.0,23285330,2024-12-14 01:51:52.748
2,15.0,23222810,2024-12-14 02:17:48.853
2,10.0,23176720,2024-12-14 01:51:52.109
2,10.0,23068100,2024-12-14 01:51:51.399
2,15.0,23006140,2024-12-14 02:17:48.522
2,10.0,22959480,2024-12-14 01:51:50.647
2,10.0,22850860,2024-12-14 01:51:49.951
2,15.0,22789480,2024-12-14 02:17:48.248
1,15.0,20543800,2024-12-14 02:17:46.599
1,15.0,20327140,2024-12-14 02:17:46.930
1,15.0,20110470,2024-12-14 02:17:47.232
1,15.0,19893800,2024-12-14 02:17:47.584
1,1.7,19677140,2024-12-14 02:17:47.892
