side,qty,rate,time
2,30.0,2320000,2026-02-15 08:14:39.804
1,3.0,700000,2026-02-25 04:40:40.372
1,3.0,650000,2026-02-25 06:11:30.637
1,3.0,610000,2026-02-25 06:11:55.527
