id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-04-13 01:33:14,[3],0.088,False,2541,24307,133,9,1.4.0,1070753,0.05912465
dcr.cerebro.host,mainnet,2024-09-09,2026-04-13 01:33:14,[3],0.888,False,34,88,0,3,1.4.0+d190a83b6,1070753,0.0007911208
dcrhive.com,mainnet,2022-06-23,2026-04-13 01:33:14,[3],1,False,234,31071,235,2,1.4.0+d190a83b6,1070753,0.005444773
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-04-13 01:33:14,[3],0.9500000000000001,False,103,15237,103,320,1.4.0+d190a83b6,1070753,0.0023966308
decred.stake.fun,mainnet,2021-01-28,2026-04-13 01:33:14,[3],0.5,False,475,34709,198,105,1.4.0,1070753,0.011052423
decredvoting.com,mainnet,2021-02-01,2026-04-13 01:33:14,[3],1,False,56,9554,68,2,1.4.0,1070753,0.0013030225
stakey.net,mainnet,2020-10-22,2026-04-13 01:33:14,[3],1,False,134,37069,286,5,1.4.0,1070753,0.0031179470000000003
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-04-13 01:33:14,[3],0.6900000000000001,False,1366,422569,964,1069,1.4.0+d190a83b6,1890923,0.31158759999999996
teststakepool.decred.org,testnet,2020-06-01,2026-04-13 01:33:14,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1890923,0
ultravsp.uk,mainnet,2020-12-01,2026-04-13 01:33:14,[3],0.30000000000000004,False,418,21505,138,4,1.4.0+d190a83b6,1070753,0.009726132
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-04-13 01:33:14,[3],0.18,False,677,33692,220,3,1.4.0+d190a83b6,1070753,0.015752612000000003
vsp.dcr.farm,mainnet,2020-12-09,2026-04-13 01:33:14,[3],0.5,False,766,18181,108,2,1.4.0,1070753,0.017823488000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2026-04-13 01:33:14,[3],0.49,False,723,24889,153,41,1.4.0+d190a83b6,1070753,0.01682295
vsp.stakeminer.com,mainnet,2020-11-09,2026-04-13 01:33:14,[3],1,False,228,37476,245,0,1.4.0+d190a83b6,1070753,0.005305163000000001
vspd.bass.cf,mainnet,2022-05-01,2026-04-13 01:33:14,[3],0.16,False,197,30637,186,80,1.4.0,1070753,0.0045838472
