id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-04-05 01:32:00,[3],0.088,False,2004,23684,130,9,1.4.0,1068451,0.049782638000000004
dcr.cerebro.host,mainnet,2024-09-09,2026-04-05 01:27:00,[3],0.888,False,44,78,0,3,1.4.0+d190a83b6,1068450,0.0010929233
dcrhive.com,mainnet,2022-06-23,2026-04-05 01:32:01,[3],1,False,228,30999,232,2,1.4.0+d190a83b6,1068451,0.0056638927
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-04-05 01:32:00,[3],0.9500000000000001,False,98,15218,103,320,1.4.0+d190a83b6,1068451,0.0024344802000000002
decred.stake.fun,mainnet,2021-01-28,2026-04-05 01:32:01,[3],0.5,False,602,34569,198,105,1.4.0,1068451,0.014954664000000001
decredvoting.com,mainnet,2021-02-01,2026-04-05 01:32:00,[3],1,False,45,9537,68,2,1.4.0,1068451,0.0011178736000000001
stakey.net,mainnet,2020-10-22,2026-04-05 01:32:01,[3],1,False,98,37036,285,5,1.4.0,1068451,0.0024344802000000002
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-04-05 01:32:01,[3],0.6900000000000001,False,438,419027,956,1066,1.4.0+d190a83b6,1885159,0.08534684000000001
teststakepool.decred.org,testnet,2020-06-01,2026-04-05 01:32:00,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1885159,0
ultravsp.uk,mainnet,2020-12-01,2026-04-05 01:32:01,[3],0.30000000000000004,False,372,21416,137,4,1.4.0+d190a83b6,1068451,0.009241088
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-04-05 01:32:01,[3],0.18,False,522,33539,220,3,1.4.0+d190a83b6,1068448,0.012962825
vsp.dcr.farm,mainnet,2020-12-09,2026-04-05 01:32:01,[3],0.5,False,606,17989,102,2,1.4.0,1068451,0.01505403
vsp.decredcommunity.org,mainnet,2020-11-05,2026-04-05 01:32:01,[3],0.49,False,494,24700,152,41,1.4.0+d190a83b6,1068451,0.012271767500000001
vsp.stakeminer.com,mainnet,2020-11-09,2026-04-05 01:32:00,[3],1,False,254,37401,245,0,1.4.0+d190a83b6,1068451,0.006309775
vspd.bass.cf,mainnet,2022-05-01,2026-04-05 01:32:01,[3],0.16,False,153,30587,186,80,1.4.0,1068451,0.00380077
