id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-04-19 01:34:24,[3],0.088,False,2389,24760,139,9,1.4.0,1072457,0.055643547
dcr.cerebro.host,mainnet,2024-09-09,2026-04-19 01:34:24,[3],0.888,False,37,99,0,3,1.4.0+d190a83b6,1072457,0.0008617879
dcrhive.com,mainnet,2022-06-23,2026-04-19 01:34:25,[3],1,False,224,31116,235,2,1.4.0+d190a83b6,1072457,0.0052173105
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-04-19 01:34:24,[3],0.9500000000000001,False,86,15257,104,320,1.4.0+d190a83b6,1072457,0.0020030744000000002
decred.stake.fun,mainnet,2021-01-28,2026-04-15 16:22:14,[3],0.5,False,447,34739,199,105,1.4.0,1071524,0.010319036
decredvoting.com,mainnet,2021-02-01,2026-04-19 01:34:24,[3],1,False,52,9566,68,2,1.4.0,1072457,0.0012111613
stakey.net,mainnet,2020-10-22,2026-04-19 01:34:25,[3],1,False,125,37098,290,5,1.4.0,1072457,0.0029114455
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-04-19 01:34:24,[3],0.6900000000000001,False,570,427016,971,1069,1.5.0-pre+f4de4ec3d,1895243,0.10149573
teststakepool.decred.org,testnet,2020-06-01,2026-04-19 01:34:24,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1895243,0
ultravsp.uk,mainnet,2020-12-01,2026-04-19 01:34:25,[3],0.30000000000000004,False,410,21573,138,4,1.4.0+d190a83b6,1072457,0.009549541
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-04-19 01:34:25,[3],0.18,False,610,33825,220,3,1.4.0+d190a83b6,1072456,0.014206199999999999
vsp.dcr.farm,mainnet,2020-12-09,2026-04-19 01:34:24,[3],0.5,False,741,18339,108,2,1.4.0,1072457,0.017259048000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2026-04-19 01:34:25,[3],0.49,False,632,25017,153,41,1.4.0+d190a83b6,1072457,0.014720269000000001
vsp.stakeminer.com,mainnet,2020-11-09,2026-04-19 01:34:24,[3],1,False,197,37515,245,0,1.4.0+d190a83b6,1072457,0.004588438
vspd.bass.cf,mainnet,2022-05-01,2026-04-19 01:34:24,[3],0.16,False,211,30670,186,80,1.4.0,1072457,0.00491452
