side,qty,rate,time
2,80.0,10000000,2025-08-03 11:16:43.140
2,320.0,30000,2025-07-31 02:24:08.732
2,480.0,30000,2025-08-07 18:10:12.674
2,320.0,16000,2025-07-31 02:23:48.731
2,320.0,15990,2025-08-07 18:10:34.729
2,40.0,15500,2025-08-04 17:49:57.122
2,40.0,15250,2025-08-04 17:38:24.962
2,40.0,14690,2025-08-15 01:28:00.564
1,40.0,14400,2025-08-15 01:30:32.965
1,40.0,14360,2025-08-15 01:26:17.442
1,40.0,14350,2025-08-15 00:53:24.353
1,40.0,14200,2025-08-14 22:17:44.864
1,1000.0,10000,2025-08-07 18:09:44.409
1,2000.0,2000,2025-08-07 18:09:19.201
1,20000.0,590,2025-08-07 18:09:05.608
