id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-03-30 01:34:18,[3],0.30000000000000004,False,304,5508,2,31,1,1.2.0,856266,0.0074641523000000005
dcrhive.com,mainnet,2022-06-23,2024-03-30 01:34:17,[3],0.15,False,1168,18716,108,108,0,1.3.2+bec2d12a0,856266,0.028678060000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-03-30 01:34:18,[3],0.9500000000000001,False,435,10564,68,67,1,1.3.2+bec2d12a0,856266,0.010680613
decred.stake.fun,mainnet,2021-01-28,2024-03-30 01:34:18,[3],0.5,False,118,29740,181,179,2,1.3.1,856266,0.0028972698
decredvoting.com,mainnet,2021-02-01,2024-03-30 01:34:18,[3],1,False,134,5305,36,35,1,1.3.2,856268,0.0032899582
stakey.net,mainnet,2020-10-22,2024-03-30 01:34:17,[3],1,False,207,31026,232,232,0,1.3.2+f79363a87,856266,0.0050824983
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-03-30 01:34:17,[3],0.6900000000000001,False,475,107351,1048,273,775,1.3.1+22d04116b,1351694,0.09293681000000001
teststakepool.decred.org,testnet,2020-06-01,2024-03-30 01:34:17,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1297170,0
ultravsp.uk,mainnet,2020-12-01,2024-03-30 01:34:18,[3],0.30000000000000004,False,330,13979,82,81,1,1.4.0-pre+015cf707b,856266,0.008102534
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-03-30 01:34:17,[3],0.1,False,912,3561,7,7,0,1.3.2+bec2d12a0,856267,0.02238861
vsp.dcr.farm,mainnet,2020-12-09,2024-03-30 01:34:17,[3],1,False,95,8364,45,43,2,1.3.1,856266,0.0023325477
vsp.decredcommunity.org,mainnet,2020-11-05,2024-03-30 01:34:18,[3],0.49,False,404,13589,72,72,0,1.3.2+bec2d12a0,856266,0.0099194655
vsp.stakeminer.com,mainnet,2020-11-09,2024-03-30 01:34:18,[3],1,False,337,30257,183,183,0,1.3.2+81acb861c,856266,0.008274406
vspd.99split.com,mainnet,2020-11-17,2024-03-30 01:34:18,[3],0.30000000000000004,False,233,27587,178,178,0,1.3.2,856266,0.00572088
vspd.bass.cf,mainnet,2022-05-01,2024-03-30 01:34:18,[3],0.2,False,861,18840,155,0,0,1.2.0,856266,0.021140248
vspd.decredbrasil.com,mainnet,2020-11-22,2024-03-30 01:34:18,[3],5,False,21,2859,22,22,0,1.3.2,856266,0.0005156158
