id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-03-16 01:37:33,[3],0.30000000000000004,False,309,5370,1,31,1,1.2.0,852266,0.007558154
dcrhive.com,mainnet,2022-06-23,2024-03-16 01:37:32,[3],0.15,False,1250,18200,108,108,0,1.3.2+bec2d12a0,852266,0.030575056000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-03-16 01:37:33,[3],0.9500000000000001,False,254,10418,68,67,1,1.3.2+bec2d12a0,852266,0.0062128515
decred.stake.fun,mainnet,2021-01-28,2024-03-16 01:37:32,[3],0.5,False,121,29684,181,179,2,1.3.1,852266,0.0029596654
decredvoting.com,mainnet,2021-02-01,2024-03-16 01:37:33,[3],1,False,156,5237,35,34,1,1.3.2,852266,0.0038157670000000003
stakey.net,mainnet,2020-10-22,2024-03-16 01:37:32,[3],1,False,220,30928,231,231,0,1.3.2+f79363a87,852266,0.00538121
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-03-16 01:37:32,[3],0.6900000000000001,False,471,103077,1038,263,775,1.3.1+22d04116b,1342194,0.09220829999999999
teststakepool.decred.org,testnet,2020-06-01,2024-03-16 01:37:33,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1297170,0
ultravsp.uk,mainnet,2020-12-01,2024-03-16 01:37:33,[3],0.30000000000000004,False,284,13827,82,81,1,1.4.0-pre+015cf707b,852266,0.0069466527
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-03-16 01:37:32,[3],0.1,False,861,3100,7,7,0,1.3.2+bec2d12a0,852266,0.021060098000000003
vsp.dcr.farm,mainnet,2020-12-09,2024-03-16 01:37:32,[3],1,False,86,8324,44,42,2,1.3.1,852266,0.0021035639
vsp.decredcommunity.org,mainnet,2020-11-05,2024-03-16 01:37:33,[3],0.49,False,442,13401,71,71,0,1.3.2+bec2d12a0,852266,0.010811340000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-03-16 01:37:33,[3],1,False,454,30026,182,182,0,1.3.2+81acb861c,852266,0.01110486
vspd.99split.com,mainnet,2020-11-17,2024-03-16 01:37:33,[3],0.30000000000000004,False,186,27492,177,177,0,1.3.2,852266,0.004549568
vspd.bass.cf,mainnet,2022-05-01,2024-03-16 01:37:33,[3],0.2,False,915,18395,154,0,0,1.2.0,852266,0.022380940000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2024-03-16 01:37:33,[3],5,False,22,2852,21,21,0,1.3.2+bec2d12a0,852266,0.000538121
