id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-03-05 01:40:01,[3],0.30000000000000004,False,328,5254,0,31,1,1.2.0,849086,0.007955565000000001
dcrhive.com,mainnet,2022-06-23,2024-03-05 01:40:01,[3],0.15,False,1308,17660,102,102,0,1.3.2+bec2d12a0,849086,0.031725243
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-03-05 01:40:01,[3],0.9500000000000001,False,134,10345,67,66,1,1.3.2+bec2d12a0,849086,0.0032501395
decred.stake.fun,mainnet,2021-01-28,2024-03-05 01:40:01,[3],0.5,False,128,29638,181,179,2,1.3.1,849086,0.0031046108
decredvoting.com,mainnet,2021-02-01,2024-03-05 01:40:01,[3],1,False,181,5192,35,34,1,1.3.2,849086,0.0043901140000000005
stakey.net,mainnet,2020-10-22,2024-03-05 01:40:01,[3],1,False,233,30853,230,230,0,1.3.2+f79363a87,849086,0.005651362
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-03-05 01:40:01,[3],0.6900000000000001,False,474,99707,1024,249,775,1.3.1+22d04116b,1334834,0.09265051
teststakepool.decred.org,testnet,2020-06-01,2024-03-05 01:40:01,[3],3,False,0,213770,1032,0,0,1.3.0-pre+de79ce74b,1297170,0
ultravsp.uk,mainnet,2020-12-01,2024-03-05 01:40:01,[3],0.30000000000000004,False,290,13725,82,81,1,1.4.0-pre+015cf707b,849086,0.007033884000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-03-05 01:40:01,[3],0.1,False,758,2802,6,6,0,1.3.2+bec2d12a0,849086,0.018385118000000002
vsp.dcr.farm,mainnet,2020-12-09,2024-03-05 01:40:01,[3],1,False,98,8286,44,42,2,1.3.1,849086,0.0023769676
vsp.decredcommunity.org,mainnet,2020-11-05,2024-03-05 01:40:01,[3],0.49,False,501,13241,70,70,0,1.3.2+bec2d12a0,849086,0.012151641000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-03-05 01:40:01,[3],1,False,502,29871,180,180,0,1.3.2+81acb861c,849086,0.012175895
vspd.99split.com,mainnet,2020-11-17,2024-03-05 01:40:01,[3],0.30000000000000004,False,206,27410,177,177,0,1.3.2,849086,0.004996483
vspd.bass.cf,mainnet,2022-05-01,2024-03-05 01:40:01,[3],0.2,False,980,18014,151,0,0,1.2.0,849086,0.023769677000000003
vspd.decredbrasil.com,mainnet,2020-11-22,2024-03-05 01:40:01,[3],5,False,31,2839,21,21,0,1.3.2+bec2d12a0,849086,0.0007518979
