id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-11-17 01:30:16,[3],0.088,False,1401,15933,82,3,1.3.2,1028453,0.034654199999999996
dcrhive.com,mainnet,2022-06-23,2025-11-17 01:30:16,[3],1,False,265,29617,225,1,1.3.2+bec2d12a0,1028453,0.006554863
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-11-17 01:30:16,[3],0.9500000000000001,False,93,14799,99,320,1.3.2+bec2d12a0,1028453,0.0023003859
decred.stake.fun,mainnet,2021-01-28,2025-11-17 01:30:16,[3],0.5,False,65,31669,194,46,1.3.1,1028453,0.0016077965
decredvoting.com,mainnet,2021-02-01,2025-11-17 01:30:16,[3],1,False,248,9017,61,1,1.3.2,1028453,0.0061343624
stakey.net,mainnet,2020-10-22,2025-11-17 01:30:16,[3],1,False,170,36267,276,4,1.3.2+f79363a87,1028453,0.0042050066
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-11-17 01:30:16,[3],0.6900000000000001,False,508,373740,841,1063,1.4.0-pre+5263bfc2e,1785083,0.09904465
teststakepool.decred.org,testnet,2020-06-01,2025-11-17 01:30:16,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1785081,0
ultravsp.uk,mainnet,2020-12-01,2025-11-17 01:30:16,[3],0.30000000000000004,False,324,19905,120,3,1.4.0-pre+015cf707b,1024726,0.007836687
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-11-17 01:30:16,[3],0.18,False,906,29710,189,1,1.3.2+bec2d12a0,1028453,0.02241021
vsp.dcr.farm,mainnet,2020-12-09,2025-11-17 01:30:16,[3],0.5,False,235,15900,90,2,1.3.2,1028453,0.005812803
vsp.decredcommunity.org,mainnet,2020-11-05,2025-11-17 01:30:16,[3],0.49,False,376,22132,140,12,1.3.2+bec2d12a0,1028453,0.009300485
vsp.stakeminer.com,mainnet,2020-11-09,2025-11-17 01:30:16,[3],1,False,209,35876,233,0,1.3.2+81acb861c,1028453,0.0051696845000000005
vspd.bass.cf,mainnet,2022-05-01,2025-11-17 01:30:16,[3],0.16,False,352,29649,174,79,1.3.2,1028453,0.008706837
