,last_update,pub_key,alias,addresses,color,features.9.name,features.9.is_required,features.9.is_known,features.13.name,features.13.is_required,features.13.is_known,features.0.name,features.0.is_required,features.0.is_known,features.5.name,features.5.is_required,features.5.is_known,features.7.name,features.7.is_required,features.7.is_known,features.15.name,features.15.is_required,features.15.is_known,features.17.name,features.17.is_required,features.17.is_known,outCount,outCapacity,inCount,inCapacity,chCount
40,1669436035,035367ba8ce27b52d1bcc6af833bb38b446e920b4b8e3ff6ee47e9a56a6b71fe54,dcrln-01.matheusd.com,"[{'network': 'tcp', 'addr': '45.63.21.56:9735'}]",#3399ff,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,9.0,68991802.0,28.0,1110261539.0,37.0
52,1669430959,03bd03386d7b2efe80ae46d6c8cfcfdfcf9c9297a465ac0d48c110d11ae58ed509,03bd03386d7b2efe80ae,[],#3399ff,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,11.0,57600000.0,19.0,533897490.0,30.0
55,1669405578,03cfb6f8ca8efa8fb940494c9af11532c6442736b86650fcb3a61e02883dc0d81d,ln.decredcommunity.org,"[{'network': 'tcp', 'addr': '95.216.110.66:9735'}]",#70cbff,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,291000000.0,9.0,167307068.0,13.0
60,1668468441,03ea6dfff9e1cb747ff426da64bc849b60788864e6ca5e5ac746245273ddd7042a,03ea6dfff9e1cb747ff4,[],#3399ff,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,1.0,9996310.0,7.0,65996782.0,8.0
57,1669427747,03d59c3acef408f54870b4f06d18007ca069c6c7bce913d36aae79219c8f46b9d3,watchtower.decred.live,"[{'network': 'tcp', 'addr': '82.165.108.160:9735'}]",#41bf53,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,1.0,200000000.0,6.0,1090000000.0,7.0
49,1669425331,03aa05f777bf81c4c4c6e33d559235e0dd0ab4dd6046428e72c142a14f858934ba,in.decred.live,"[{'network': 'tcp', 'addr': '103.212.120.137:9735'}]",#41bf53,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,5.0,294419040.0,1.0,5000000.0,6.0
1,1660693449,0204380154466972338341f5a5b5814be7a96e35f2a76ab3a45fd0baee5bafbd00,El Gran Bisonte ⚡🐂⚡,"[{'network': 'tcp', 'addr': '51.15.91.167:9735'}]",#091440,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,6.0,235496782.0,0.0,0.0,6.0
61,1666728401,03ec729b8d558ce05455525577eec5872e104bd1ee52b69c744e7d61a6765fbc1c,jholdstock ⚡,"[{'network': 'tcp', 'addr': '51.68.214.224:9735'}]",#ff6600,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,0.0,0.0,6.0,249412840.0,6.0
48,1669478227,0378f2ac061acbbc68d46241074cc658479923b01bd3adaf161b77270f8123d385,0378f2ac061acbbc68d4,[],#3399ff,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,1.0,100000000.0,5.0,23000000.0,6.0
34,1669398664,033c8d18df6a62acb3eda5d385a962ca3e34055d05421191ad4eeff58aefa06ed8,watchtower.decred.energy,"[{'network': 'tcp', 'addr': '108.170.31.106:9735'}]",#41bf53,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,3.0,600000000.0,2.0,400000000.0,5.0
13,1613720061,026d68b7ca00f6857930da9f5e070b2feb2ca430b38d7dfc24c7a4132763938408,026d68b7ca00f6857930,[],#3399ff,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,16907447.0,0.0,0.0,4.0
27,1666729766,02f90b47336316ee2d04a4801983299fdfa2fe671e5d187009998931b70e5211f6,02f90b47336316ee2d04,[],#3399ff,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,4.0,22000000.0,0.0,0.0,4.0
53,1614748425,03c2865ebbe5b5e5dc38829d974a697c486eff535c13a68ad80fb0fc71f47e17eb,dcr.farm,[],#0088c6,tlv-onion,False,True,static-remote-key,False,True,data-loss-protect,True,True,upfront-shutdown-script,False,True,gossip-queries,False,True,payment-addr,False,True,multi-path-payments,False,True,2.0,20000000.0,1.0,1000000.0,3.0
