id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-12-26 02:11:08,[3],0.888,False,222,7699,62,59,3,1.3.2,934321,0.0057419236000000005
dcrhive.com,mainnet,2022-06-23,2024-12-26 02:11:08,[3],1,False,302,26046,188,187,1,1.3.2+bec2d12a0,934321,0.0078110853
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-12-26 02:11:08,[3],0.9500000000000001,False,129,13585,407,87,320,1.3.2+bec2d12a0,934321,0.0033365232
decred.stake.fun,mainnet,2021-01-28,2024-12-26 02:11:08,[3],0.5,False,60,30632,190,185,5,1.3.1,932460,0.0014594989000000001
decredvoting.com,mainnet,2021-02-01,2024-12-26 02:11:09,[3],1,False,305,6556,46,45,1,1.3.2,934321,0.007888679000000001
stakey.net,mainnet,2020-10-22,2024-12-26 02:11:08,[3],1,False,283,33282,257,257,0,1.3.2+f79363a87,934321,0.007319659500000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-12-26 02:11:08,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-12-26 02:11:08,[3],0.30000000000000004,False,243,16806,94,93,1,1.4.0-pre+015cf707b,934321,0.006285079000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-12-26 02:11:08,[3],0.14,False,1017,14405,75,74,1,1.3.2+bec2d12a0,934321,0.026304219
vsp.dcr.farm,mainnet,2020-12-09,2024-12-26 02:11:08,[3],1,False,75,8866,59,57,2,1.3.2,934321,0.0019398391
vsp.decredcommunity.org,mainnet,2020-11-05,2024-12-26 02:11:08,[3],0.49,False,472,17286,118,106,12,1.3.2+bec2d12a0,934321,0.012208054000000001
vsp.stakeminer.com,mainnet,2020-11-09,2024-12-26 02:11:08,[3],1,False,284,33208,212,212,0,1.3.2+81acb861c,934321,0.007345524000000001
vspd.99split.com,mainnet,2020-11-17,2024-12-26 02:11:08,[3],0.099,False,540,30082,297,193,104,1.3.2,934321,0.013966842
vspd.bass.cf,mainnet,2022-05-01,2024-12-26 02:11:09,[3],0.2,False,685,24533,212,0,0,1.2.0,934321,0.017717198
vspd.decredbrasil.com,mainnet,2020-11-22,2024-12-26 02:11:09,[3],5,False,2,3014,23,23,0,1.3.2,934321,5.1729042999999996e-05
