id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-12-08 02:32:39,[3],0.888,False,212,7550,59,56,3,1.3.2,929165,0.005525726000000001
dcrhive.com,mainnet,2022-06-23,2024-12-06 09:26:48,[3],1,False,583,27552,184,183,1,1.3.2+bec2d12a0,928691,0.014725569
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-12-08 02:32:39,[3],0.9500000000000001,False,165,13484,407,87,320,1.3.2+bec2d12a0,929165,0.0043006830000000005
decred.stake.fun,mainnet,2021-01-28,2024-12-08 02:32:39,[3],0.5,False,70,30601,187,185,2,1.3.1,927734,0.0017092348
decredvoting.com,mainnet,2021-02-01,2024-12-08 02:32:39,[3],1,False,466,6301,43,42,1,1.3.2,929165,0.012146171
stakey.net,mainnet,2020-10-22,2024-12-08 02:32:39,[3],1,False,299,33082,254,254,0,1.3.2+f79363a87,929165,0.0077933585
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-12-08 02:32:39,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-12-08 02:32:39,[3],0.30000000000000004,False,230,16675,91,90,1,1.4.0-pre+015cf707b,929165,0.0059948913
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-12-08 02:32:39,[3],0.14,False,1148,13742,66,65,1,1.3.2+bec2d12a0,929165,0.029922327000000002
vsp.dcr.farm,mainnet,2020-12-09,2024-12-08 02:32:39,[3],1,False,55,8824,58,56,2,1.3.2,929165,0.001433561
vsp.decredcommunity.org,mainnet,2020-11-05,2024-12-08 02:32:39,[3],0.49,False,579,16971,115,103,12,1.3.2+bec2d12a0,929165,0.015091487
vsp.stakeminer.com,mainnet,2020-11-09,2024-12-08 02:32:39,[3],1,False,316,33021,208,208,0,1.3.2+81acb861c,929165,0.008236459
vspd.99split.com,mainnet,2020-11-17,2024-12-08 02:32:39,[3],0.099,False,522,29646,204,189,15,1.3.2,927190,0.012705985000000001
vspd.bass.cf,mainnet,2022-05-01,2024-12-08 02:32:39,[3],0.2,False,532,24194,209,0,0,1.2.0,929165,0.013866444
vspd.decredbrasil.com,mainnet,2020-11-22,2024-12-08 02:32:39,[3],5,False,3,3013,23,23,0,1.3.2,929165,7.8194236e-05
