id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-12-17 02:20:04,[3],0.888,False,272,7625,61,58,3,1.3.2,931741,0.0063992473
dcrhive.com,mainnet,2022-06-23,2024-12-17 02:20:04,[3],1,False,237,25968,186,185,1,1.3.2+bec2d12a0,931741,0.0055758148
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-12-17 02:20:04,[3],0.9500000000000001,False,140,13539,407,87,320,1.3.2+bec2d12a0,931741,0.00329373
decred.stake.fun,mainnet,2021-01-28,2024-12-17 02:20:04,[3],0.5,False,70,30601,187,185,2,1.3.1,928324,0.0017239681
decredvoting.com,mainnet,2021-02-01,2024-12-17 02:20:04,[3],1,False,395,6445,45,44,1,1.3.2,931741,0.009293024
stakey.net,mainnet,2020-10-22,2024-12-17 02:20:04,[3],1,False,330,33191,257,257,0,1.3.2+f79363a87,931741,0.0077637923
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-12-17 02:20:04,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-12-17 02:20:04,[3],0.30000000000000004,False,277,16745,93,92,1,1.4.0-pre+015cf707b,931741,0.0065168804
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-12-17 02:20:04,[3],0.14,False,1211,14068,70,69,1,1.3.2+bec2d12a0,931741,0.028490765
vsp.dcr.farm,mainnet,2020-12-09,2024-12-17 02:20:04,[3],1,False,47,8843,59,57,2,1.3.2,931741,0.0011057523
vsp.decredcommunity.org,mainnet,2020-11-05,2024-12-17 02:20:04,[3],0.49,False,488,17151,115,103,12,1.3.2+bec2d12a0,931741,0.011481002
vsp.stakeminer.com,mainnet,2020-11-09,2024-12-17 02:20:04,[3],1,False,306,33118,209,209,0,1.3.2+81acb861c,931741,0.007199153000000001
vspd.99split.com,mainnet,2020-11-17,2024-12-17 02:20:04,[3],0.099,False,663,29905,296,192,104,1.3.2,931741,0.015598165
vspd.bass.cf,mainnet,2022-05-01,2024-12-17 02:20:04,[3],0.2,False,576,24364,211,0,0,1.2.0,931741,0.013551347
vspd.decredbrasil.com,mainnet,2020-11-22,2024-12-17 02:20:04,[3],5,False,3,3013,23,23,0,1.3.2,931741,7.057993e-05
