id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-12-16 02:22:38,[3],0.888,False,217,7617,61,58,3,1.3.2,931457,0.0050353870000000005
dcrhive.com,mainnet,2022-06-23,2024-12-16 02:22:38,[3],1,False,233,25961,186,185,1,1.3.2+bec2d12a0,931457,0.0054066596000000005
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-12-16 02:22:38,[3],0.9500000000000001,False,145,13534,407,87,320,1.3.2+bec2d12a0,931457,0.0033646594
decred.stake.fun,mainnet,2021-01-28,2024-12-16 02:22:38,[3],0.5,False,70,30601,187,185,2,1.3.1,928324,0.0017239681
decredvoting.com,mainnet,2021-02-01,2024-12-16 02:22:38,[3],1,False,416,6425,44,43,1,1.3.2,931457,0.009653092
stakey.net,mainnet,2020-10-22,2024-12-16 02:22:38,[3],1,False,335,33179,257,257,0,1.3.2+f79363a87,931457,0.0077735237
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-12-16 02:22:38,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-12-16 02:22:38,[3],0.30000000000000004,False,281,16734,92,91,1,1.4.0-pre+015cf707b,931457,0.0065204780000000006
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-12-16 02:22:38,[3],0.14,False,1238,14031,70,69,1,1.3.2+bec2d12a0,931457,0.02872723
vsp.dcr.farm,mainnet,2020-12-09,2024-12-16 02:22:38,[3],1,False,48,8842,59,57,2,1.3.2,931457,0.0011138183
vsp.decredcommunity.org,mainnet,2020-11-05,2024-12-16 02:22:38,[3],0.49,False,503,17133,115,103,12,1.3.2+bec2d12a0,931457,0.011671888
vsp.stakeminer.com,mainnet,2020-11-09,2024-12-16 02:22:38,[3],1,False,308,33114,209,209,0,1.3.2+81acb861c,931457,0.0071470006
vspd.99split.com,mainnet,2020-11-17,2024-12-16 02:22:38,[3],0.099,False,493,29695,205,190,15,1.3.2,927914,0.012032314
vspd.bass.cf,mainnet,2022-05-01,2024-12-16 02:22:39,[3],0.2,False,590,24339,210,0,0,1.2.0,931457,0.013690683
vspd.decredbrasil.com,mainnet,2020-11-22,2024-12-16 02:22:39,[3],5,False,3,3013,23,23,0,1.3.2,931457,6.961363999999999e-05
