rank,useragent,count
1,/dcrwire:1.0.0/dcrd:2.1.2/,77
2,/dcrwire:1.0.0/dcrd:2.1.1/,48
3,/dcrwire:1.0.0/dcrd:2.1.0/,17
4,/dcrwire:1.0.0/dcrd:2.0.6/,14
5,/dcrwire:1.0.0/dcrd:1.8.0/,4
6,/dcrwire:1.0.0/dcrd:2.1.3/,3
7,/dcrwire:1.0.0/dcrd:2.0.3/,2
8,/dcrwire:1.0.0/dcrd:2.0.1/,1
9,/dcrwire:1.0.0/dcrd:1.8.1/,1
