baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-11-27 01:51:28.012
dcr,btc,36500,0,0.031073446327683617,80,36500,35400,1146.2511328082,2023-11-27 01:51:30.013
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-11-27 01:51:29.025
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-11-27 01:51:29.025
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-11-27 01:51:30.011
doge,btc,0,0,0.0,0,0,0,0.0,2023-11-27 01:51:30.016
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-11-27 01:51:29.022
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-11-27 01:51:29.025
dgb,btc,28,0,0.0,0,28,28,0.0,2023-11-27 01:51:30.019
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-11-27 01:51:28.015
