baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
doge,btc,0,0,0.0,0,0,0,0.0,2023-11-23 01:50:48.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-11-23 01:50:48.023
dcr,btc,34000,0,-0.014492753623188406,120,34500,34000,1760.356799909436,2023-11-23 01:50:50.022
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-11-23 01:50:50.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-11-23 01:50:50.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-11-23 01:50:48.020
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-11-23 01:50:48.023
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-11-23 01:50:50.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-11-23 01:50:50.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-11-23 01:50:48.023
