baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-11-13 01:50:33.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-11-13 01:50:33.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-11-13 01:50:36.021
doge,btc,0,0,0.0,0,0,0,0.0,2023-11-13 01:50:36.024
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-11-13 01:50:32.022
dcr,btc,35700,0,0.02,280,39600,35000,4217.504396035112,2023-11-13 01:50:30.024
dgb,btc,28,0,0.0,0,28,28,0.0,2023-11-13 01:50:36.024
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-11-13 01:50:32.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-11-13 01:50:33.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-11-13 01:50:33.022
