baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-11-24 01:47:36.020
doge,btc,0,0,0,0,0,0,0.0,2023-11-24 01:47:36.023
zec,btc,125300,0,0,0,125300,125300,0.0,2023-11-24 01:47:36.023
dcr,btc,34000,0,0,0,34000,34000,0.0,2023-11-24 01:47:30.022
eth,btc,699000,0,0,0,699000,699000,0.0,2023-11-24 01:47:35.022
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-11-24 01:47:35.022
dgb,btc,28,0,0,0,28,28,0.0,2023-11-24 01:47:36.023
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-11-24 01:47:36.026
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-11-24 01:47:35.019
dcr,ltc,15849000,0,0,0,15849000,15849000,0.0,2023-11-24 01:47:35.022
