baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-11-12 01:52:36.012
doge,btc,0,0,0.0,0,0,0,0.0,2023-11-12 01:52:36.015
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-11-12 01:52:32.012
dcr,btc,35000,0,-0.027777777777777776,280,38600,35000,4110.9995766406,2023-11-12 01:52:30.014
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-11-12 01:52:38.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-11-12 01:52:38.025
dgb,btc,28,0,0.0,0,28,28,0.0,2023-11-12 01:52:36.021
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-11-12 01:52:32.015
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-11-12 01:52:38.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-11-12 01:52:38.025
