baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,ltc,15849000,0,0,0,15849000,15849000,0.0,2023-11-17 01:51:47.022
dgb,btc,28,0,0,0,28,28,0.0,2023-11-17 01:51:48.025
ltc,btc,245900,0,0,0,245900,245900,0.0,2023-11-17 01:51:44.014
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-11-17 01:51:47.019
dcr,btc,40000,0,0,280,40000,35000,4206.97804219406,2023-11-17 01:51:40.025
eth,btc,699000,0,0,0,699000,699000,0.0,2023-11-17 01:51:47.022
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-11-17 01:51:47.022
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-11-17 01:51:48.019
doge,btc,0,0,0,0,0,0,0.0,2023-11-17 01:51:48.022
zec,btc,125300,0,0,0,125300,125300,0.0,2023-11-17 01:51:44.011
