baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-11-16 01:51:53.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-11-16 01:51:54.022
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-11-16 01:51:52.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-11-16 01:51:53.019
dcr,btc,40000,0,0.12044817927170869,80,40000,35700,1239.614226642512,2023-11-16 01:51:50.019
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-11-16 01:51:53.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-11-16 01:51:53.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-11-16 01:51:54.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-11-16 01:51:54.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-11-16 01:51:52.022
