baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-11-03 01:44:18.025
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-11-03 01:44:16.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-11-03 01:44:19.020
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-11-03 01:44:19.026
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-11-03 01:44:19.023
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-11-03 01:44:18.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-11-03 01:44:18.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-11-03 01:44:16.022
dcr,btc,37100,0,0.030555555555555555,160,37100,36000,2103.16935185864,2023-11-03 01:44:10.203
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-11-03 01:44:19.026
