id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-09-19 01:41:01,[3],0.49,False,300,22273,170,1.2.0+86c25ac5d,800560,0.0075841844
big.decred.energy,mainnet,2022-05-01,2023-09-19 01:41:01,[3],0.30000000000000004,False,351,3583,18,1.2.0,800560,0.008873496
dcrhive.com,mainnet,2022-06-23,2023-09-19 01:41:01,[3],0.15,False,1099,10898,37,1.2.1+ee0a6fa5b,800560,0.027783396000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-09-19 01:41:01,[3],0.9500000000000001,False,186,9511,59,1.2.0+86c25ac5d,800561,0.0047020754
decredvoting.com,mainnet,2021-02-01,2023-09-19 01:41:01,[3],1,False,121,4407,29,1.2.0,800560,0.0030589544
stakey.net,mainnet,2020-10-22,2023-09-19 01:41:01,[3],1,False,318,28952,211,1.2.1+dc5819e2d,800558,0.008037407
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-09-19 01:41:01,[3],0.6900000000000001,False,480,34964,251,1.3.0-pre+edb4a098e,1216270,0.09353079
teststakepool.decred.org,testnet,2020-06-01,2023-09-18 09:27:46,[3],3,False,0,213768,1032,1.3.0-pre+de79ce74b,1215786,0
ultravsp.uk,mainnet,2020-12-01,2023-09-19 01:41:01,[3],0.30000000000000004,False,233,12045,68,1.2.1+ee0a6fa5b,800560,0.0058903834
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-09-19 01:41:01,[3],0.25,False,129,40,0,1.2.1+ee0a6fa5b,800560,0.0032611992000000003
vsp.coinmine.pl,mainnet,2021-01-28,2023-09-19 01:41:01,[3],0.5,False,219,28551,173,1.2.0-pre+a06a62bfd,800560,0.0055364547
vsp.dcr.farm,mainnet,2020-12-09,2023-09-19 01:41:01,[3],0.9500000000000001,False,195,7059,42,1.2.1,800560,0.00492972
vsp.decredcommunity.org,mainnet,2020-11-05,2023-09-19 01:41:01,[3],0.49,False,723,10076,45,1.2.1+ee0a6fa5b,800560,0.018277885
vsp.stakeminer.com,mainnet,2020-11-09,2023-09-19 01:41:01,[3],1,False,461,26243,161,1.2.0+1c02ba8b9,800560,0.011654363000000001
vspd.99split.com,mainnet,2020-11-17,2023-09-19 01:41:01,[3],0.30000000000000004,False,607,24970,139,1.2.1+ee0a6fa5b,800561,0.015344946000000002
vspd.bass.cf,mainnet,2022-05-01,2023-09-19 01:41:01,[3],0.2,False,1212,11341,112,1.2.0,800560,0.030640105
vspd.decredbrasil.com,mainnet,2020-11-22,2023-09-19 01:41:01,[3],5,False,72,2578,20,1.2.1+ee0a6fa5b,800561,0.0018201582000000002
