side,qty,rate,time
2,1.0,106978940,2025-02-18 18:24:48.710
2,1.0,106478680,2025-02-18 18:24:48.230
2,1.0,105978430,2025-02-18 18:24:47.576
2,1.0,105478170,2025-02-18 18:24:46.970
2,1.0,104977910,2025-02-18 18:24:46.466
2,1.0,104344810,2025-02-18 18:34:51.551
2,1.0,103844550,2025-02-18 18:34:51.013
2,1.0,103344290,2025-02-18 18:34:50.439
2,1.0,102844030,2025-02-18 18:34:49.962
2,1.0,102343780,2025-02-18 18:34:49.370
2,500.0,100745000,2025-02-19 00:28:32.911
1,500.0,99345000,2025-02-19 00:28:31.914
1,1.0,97759020,2025-02-18 18:34:46.817
1,1.0,97258770,2025-02-18 18:34:47.390
1,1.0,96758510,2025-02-18 18:34:48.013
1,1.0,96258250,2025-02-18 18:34:48.596
