pool_id,url,hashrate,miners,minpay,id,feetype,workers,income,i_blocks,blocks_nr,lastblock,lastblocktime,blocks_1000,blocks_count,hashrate_average_100_count,hashrate_average_100hashrate_average_1h,hashrate_average_7d,hashrate_average_7d_count,expected_blocks,luck
miningandco.com,https://decred.miningandco.com,9190000000000,-1,-1,33,PPS,0,0,0,11,977553,1748129594,284,40,75,0,9042688988095.24,168,48.76,-8.761164744739709
threepool.tech,https://dcr.threepool.tech,6410000000000,-1,-1,35,PPLNS,0,0,0,11,977570,1748135150,418,42,75,0,6062938988095.242,168,33.24,8.761164744739709
