side,qty,rate,time
2,0.1,21145090,2025-12-13 01:13:34.595
2,2.9,21145090,2025-12-13 01:30:31.982
2,9.9,21145090,2025-12-13 01:13:47.972
2,10.0,21133850,2025-12-13 01:23:30.670
2,6.5,21124670,2025-12-13 01:29:04.573
2,0.5,21124670,2025-12-13 01:29:04.229
2,9.5,21124670,2025-12-13 01:28:49.001
2,10.0,21115480,2025-12-13 01:29:03.545
2,10.0,21115480,2025-12-13 01:29:03.893
2,10.0,21115480,2025-12-13 01:28:48.662
2,10.0,21104250,2025-12-13 01:28:48.342
1,9.9,20173160,2025-12-13 01:27:33.712
1,10.0,20173160,2025-12-13 01:27:33.379
1,0.1,20173160,2025-12-13 01:27:46.895
1,10.0,20164330,2025-12-13 01:13:30.850
1,10.0,20146700,2025-12-13 01:27:47.236
1,10.0,20131990,2025-12-13 01:27:47.884
1,10.0,20131990,2025-12-13 01:27:47.555
1,10.0,20123180,2025-12-13 01:29:01.777
1,10.0,20123180,2025-12-13 01:30:31.242
1,10.0,20114350,2025-12-13 01:30:45.820
1,10.0,20114350,2025-12-13 01:29:02.091
1,0.3,20044760,2025-12-13 01:30:46.147
