side,qty,rate,time
2,0.2,21142460,2025-12-07 01:29:34.086
2,9.8,21142460,2025-12-07 01:29:17.082
2,10.0,21131240,2025-12-07 01:29:01.121
2,10.0,21118990,2025-12-07 01:28:31.344
2,10.0,21117980,2025-12-07 01:31:46.863
2,2.4,21117980,2025-12-07 01:32:00.717
2,10.0,21047560,2025-12-07 01:28:01.216
1,10.0,20149770,2025-12-07 01:26:46.623
1,9.9,20140940,2025-12-07 01:29:33.678
1,0.1,20140940,2025-12-07 01:29:46.870
1,10.0,20101740,2025-12-07 01:29:47.947
1,10.0,20101740,2025-12-07 01:29:47.236
1,10.0,20101740,2025-12-07 01:29:47.592
1,10.0,20097820,2025-12-07 01:29:48.308
1,10.0,20089000,2025-12-07 01:29:48.665
1,10.0,20089000,2025-12-07 01:29:49.020
1,10.0,20080170,2025-12-07 01:32:31.019
1,2.1,20058620,2025-12-07 01:29:50.429
1,10.0,20058620,2025-12-07 01:29:50.091
1,10.0,20058620,2025-12-07 01:29:49.736
1,0.1,20058620,2025-12-07 01:29:16.066
