id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-05-13 01:57:12,[3],0.49,False,362,20849,138,1.1.0,763216,0.008862123000000001
big.decred.energy,mainnet,2022-05-01,2023-05-13 01:57:12,[3],0.49,False,222,2482,8,1.1.1,763216,0.0054347827
dcrhive.com,mainnet,2022-06-23,2023-05-13 01:57:12,[3],0.1,False,999,4160,6,1.1.1,763216,0.024456521000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-05-13 01:57:12,[3],0.9500000000000001,False,279,8578,49,1.1.1,763216,0.0068301996000000005
decredvoting.com,mainnet,2021-02-01,2023-05-06 04:10:04,[3],1,False,179,3876,25,1.1.1,761246,0.0043658535
stakey.net,mainnet,2020-10-22,2023-05-13 01:57:12,[3],1,False,340,27436,198,1.1.1,763216,0.008323541
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-05-13 01:57:12,[3],0.6900000000000001,False,185,11321,28,1.2.0-pre+824c41c2a,1138644,0.03535257
teststakepool.decred.org,testnet,2020-06-01,2023-05-13 01:57:12,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-05-13 01:57:12,[3],0.30000000000000004,False,348,10508,53,1.1.1,763216,0.008519389
vsp.coinmine.pl,mainnet,2021-01-28,2023-05-13 01:57:12,[3],0.5,False,180,27750,171,1.1.1,763216,0.0044065807
vsp.dcr.farm,mainnet,2020-12-09,2023-05-13 01:57:12,[3],0.9500000000000001,False,88,6422,40,1.1.1,763216,0.0021543282
vsp.decredcommunity.org,mainnet,2020-11-05,2023-05-13 01:57:12,[3],0.49,False,428,7919,27,1.1.1,763216,0.010477869
vsp.stakeminer.com,mainnet,2020-11-09,2023-05-13 01:57:12,[3],1,False,654,24281,136,1.1.1,763216,0.016010575000000003
vspd.99split.com,mainnet,2020-11-17,2023-05-13 01:57:12,[3],0.30000000000000004,False,2175,19653,76,1.1.1,763216,0.053246180000000004
vspd.bass.cf,mainnet,2022-05-01,2023-05-13 01:57:12,[3],0.2,False,818,7719,66,1.1.1,763216,0.020025460000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-05-13 01:57:12,[3],5,False,74,2213,15,1.1.1,763216,0.0018115942
