id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-05-06 01:51:39,[3],0.49,False,391,20764,138,1.1.0,761224,0.009534725
big.decred.energy,mainnet,2022-05-01,2023-05-06 01:51:39,[3],0.49,False,245,2425,8,1.1.1,761224,0.005974444000000001
dcrhive.com,mainnet,2022-06-23,2023-05-06 01:51:39,[3],0.1,False,980,3941,6,1.1.1,761224,0.023897776000000003
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-05-06 01:51:39,[3],0.9500000000000001,False,295,8511,48,1.1.1,761224,0.007193718000000001
decredvoting.com,mainnet,2021-02-01,2023-05-06 01:51:39,[3],1,False,178,3876,25,1.1.1,761224,0.0043406165
stakey.net,mainnet,2020-10-22,2023-05-06 01:51:39,[3],1,False,334,27350,198,1.1.1,761224,0.008144752
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-05-06 01:51:39,[3],0.6900000000000001,False,194,10484,26,1.2.0-pre+824c41c2a,1134277,0.03809898
teststakepool.decred.org,testnet,2020-06-01,2023-05-06 01:51:39,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-05-06 01:51:39,[3],0.30000000000000004,False,346,10421,52,1.1.1,761224,0.008437378
vsp.coinmine.pl,mainnet,2021-01-28,2023-05-06 01:51:39,[3],0.5,False,190,27699,171,1.1.1,761224,0.0046332423
vsp.dcr.farm,mainnet,2020-12-09,2023-05-06 01:51:39,[3],0.9500000000000001,False,92,6401,39,1.1.1,761224,0.0022434646
vsp.decredcommunity.org,mainnet,2020-11-05,2023-05-06 01:51:39,[3],0.49,False,434,7817,27,1.1.1,761224,0.010583301
vsp.stakeminer.com,mainnet,2020-11-09,2023-05-06 01:51:39,[3],1,False,700,24122,135,1.1.1,761224,0.01706984
vspd.99split.com,mainnet,2020-11-17,2023-05-06 01:51:39,[3],0.30000000000000004,False,2054,19145,74,1.1.1,761224,0.050087787
vspd.bass.cf,mainnet,2022-05-01,2023-05-06 01:51:40,[3],0.2,False,807,7522,65,1.1.1,761224,0.019679086000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-05-06 01:51:39,[3],5,False,85,2194,15,1.1.1,761224,0.0020727662000000003
