id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-05-14 02:00:19,[3],0.49,False,354,20861,138,1.1.0,763527,0.00881518
big.decred.energy,mainnet,2022-05-01,2023-05-14 02:00:19,[3],0.49,False,222,2489,8,1.1.1,763527,0.0055281636
dcrhive.com,mainnet,2022-06-23,2023-05-14 02:00:19,[3],0.1,False,1012,4190,6,1.1.1,763527,0.025200458000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-05-14 02:00:19,[3],0.9500000000000001,False,270,8592,49,1.1.1,763527,0.0067234426
decredvoting.com,mainnet,2021-02-01,2023-05-06 04:10:04,[3],1,False,179,3876,25,1.1.1,761246,0.0043658535
stakey.net,mainnet,2020-10-22,2023-05-14 02:00:19,[3],1,False,339,27450,198,1.1.1,763527,0.008441656
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-05-14 02:00:19,[3],0.6900000000000001,False,177,11432,28,1.2.0-pre+824c41c2a,1139269,0.032783847000000005
teststakepool.decred.org,testnet,2020-06-01,2023-05-14 02:00:19,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-05-14 02:00:19,[3],0.30000000000000004,False,343,10520,53,1.1.1,763527,0.008541262
vsp.coinmine.pl,mainnet,2021-01-28,2023-05-14 02:00:19,[3],0.5,False,184,27757,171,1.1.1,763527,0.0045819017
vsp.dcr.farm,mainnet,2020-12-09,2023-05-14 02:00:19,[3],0.9500000000000001,False,84,6427,40,1.1.1,763527,0.0020917377
vsp.decredcommunity.org,mainnet,2020-11-05,2023-05-14 02:00:19,[3],0.49,False,417,7935,27,1.1.1,763527,0.010383983000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-05-14 02:00:19,[3],1,False,650,24296,136,1.1.1,763527,0.016186066000000002
vspd.99split.com,mainnet,2020-11-17,2023-05-14 02:00:19,[3],0.30000000000000004,False,2157,19727,76,1.1.1,763527,0.053712834
vspd.bass.cf,mainnet,2022-05-01,2023-05-14 02:00:19,[3],0.2,False,810,7751,66,1.1.1,763527,0.020170327000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-05-14 02:00:19,[3],5,False,73,2214,15,1.1.1,763527,0.0018178197
