id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-05-17 02:00:51,[3],0.49,False,424,20898,138,1.1.0,764425,0.010695187
big.decred.energy,mainnet,2022-05-01,2023-05-17 02:00:51,[3],0.49,False,216,2513,8,1.1.1,764425,0.005448492
dcrhive.com,mainnet,2022-06-23,2023-05-17 02:00:51,[3],0.1,False,1116,4276,6,1.1.1,764425,0.02815054
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-05-17 02:00:51,[3],0.9500000000000001,False,264,8626,49,1.1.1,764425,0.006659267500000001
decredvoting.com,mainnet,2021-02-01,2023-05-06 04:10:04,[3],1,False,179,3876,25,1.1.1,761246,0.0043658535
stakey.net,mainnet,2020-10-22,2023-05-17 02:00:51,[3],1,False,353,27486,198,1.1.1,764425,0.008904248
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-05-17 02:00:51,[3],0.6900000000000001,False,145,11581,34,1.2.0-pre+824c41c2a,1140213,0.02906394
teststakepool.decred.org,testnet,2020-06-01,2023-05-17 02:00:51,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-05-17 02:00:51,[3],0.30000000000000004,False,355,10562,54,1.1.1,764425,0.008954696
vsp.coinmine.pl,mainnet,2021-01-28,2023-05-17 02:00:51,[3],0.5,False,174,27779,171,1.1.1,764425,0.0043890625
vsp.dcr.farm,mainnet,2020-12-09,2023-05-17 02:00:51,[3],0.9500000000000001,False,85,6431,40,1.1.1,764425,0.0021440822
vsp.decredcommunity.org,mainnet,2020-11-05,2023-05-17 02:00:51,[3],0.49,False,426,7982,28,1.1.1,764425,0.010745636000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-05-17 02:00:51,[3],1,False,621,24376,136,1.1.1,764425,0.015664414
vspd.99split.com,mainnet,2020-11-17,2023-05-17 02:00:51,[3],0.30000000000000004,False,2273,19992,78,1.1.1,764425,0.057335284
vspd.bass.cf,mainnet,2022-05-01,2023-05-17 02:00:51,[3],0.2,False,844,7835,66,1.1.1,764425,0.021289477
vspd.decredbrasil.com,mainnet,2020-11-22,2023-05-17 02:00:51,[3],5,False,69,2225,15,1.1.1,764425,0.0017404903
