id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-05-04 01:55:03,[3],0.49,False,409,20742,138,1.1.0,760675,0.009979261000000001
big.decred.energy,mainnet,2022-05-01,2023-05-04 01:55:04,[3],0.49,False,237,2406,8,1.1.1,760674,0.005781898000000001
dcrhive.com,mainnet,2022-06-23,2023-05-04 01:55:03,[3],0.1,False,955,3868,6,1.1.1,760674,0.023298366
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-05-04 01:55:04,[3],0.9500000000000001,False,304,8497,48,1.1.1,760674,0.007416443000000001
decredvoting.com,mainnet,2021-02-01,2023-05-04 01:55:04,[3],1,False,182,3862,25,1.1.1,760675,0.0044406490000000005
stakey.net,mainnet,2020-10-22,2023-05-04 01:55:03,[3],1,False,340,27330,198,1.1.1,760675,0.008295718
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-05-04 01:55:03,[3],0.6900000000000001,False,189,10248,25,1.2.0-pre+824c41c2a,1133024,0.03702978
teststakepool.decred.org,testnet,2020-06-01,2023-05-04 01:55:03,[3],3,False,0,213765,1032,1.1.1,1085710,0
ultravsp.uk,mainnet,2020-12-01,2023-05-04 01:55:04,[3],0.30000000000000004,False,338,10395,52,1.1.1,760675,0.008246919
vsp.coinmine.pl,mainnet,2021-01-28,2023-05-04 01:55:03,[3],0.5,False,183,27687,171,1.1.1,760674,0.0044645034
vsp.dcr.farm,mainnet,2020-12-09,2023-05-04 01:55:03,[3],0.9500000000000001,False,95,6394,39,1.1.1,760674,0.0023176384
vsp.decredcommunity.org,mainnet,2020-11-05,2023-05-04 01:55:04,[3],0.49,False,409,7786,25,1.1.1,760674,0.009978044
vsp.stakeminer.com,mainnet,2020-11-09,2023-05-04 01:55:04,[3],1,False,696,24076,134,1.1.1,760675,0.016981823
vspd.99split.com,mainnet,2020-11-17,2023-05-04 01:55:04,[3],0.30000000000000004,False,2040,19012,73,1.1.1,760675,0.049774308
vspd.bass.cf,mainnet,2022-05-01,2023-05-04 01:55:04,[3],0.2,False,806,7471,65,1.1.1,760674,0.019663332000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-05-04 01:55:04,[3],5,False,85,2191,15,1.1.1,760674,0.0020736766
